substituent,molecular_formula,Name,ΔVC-m,ΔVC -p,σm,σp,Fb,Rc,cid,molecular_weight,exact_mass,monoisotopic_mass,charge,heavy_atom_count,h_bond_donor_count,h_bond_acceptor_count,xlogp,tpsa,canonical_smiles,complexity,covalent_unit_count,all_atoms_count,all_atoms_count_unique,Num_of_Rings,heavy_atoms,aromatic_bond,single_bond,double_bond,triple_bond,C,H,N,O,S,F,Cl,P,Ge,Se,Si,Br,B,As
SN(Me)2,C8H11NS,Phenylthiodimethylamine,5.170054889999789,6.1,0.12,0.09,0.15,-0.06,11137365,153.25,153.06122053,153.06122053,0,10,0,2,2.3,28.5,CN(C)SC1=CC=CC=C1,87.3,1,21,4,1,10,6,4,0,0,8.0,11.0,1.0,,1.0,,,,,,,,,
PO(C6H5)C6H4-4Me,C19H17OP,(4-Methylphenyl)(oxo)diphenyl-lambda~5~phosphane,5.044552890000081,6.1,0.13,0.3,0.09,0.21,12550549,292.3,292.101702159,292.101702159,0,21,0,1,3.2,17.1,CC1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,336,1,38,4,3,21,16,4,1,0,19.0,17.0,,1.0,,,,1.0,,,,,,
PO(C6H5)C6H4-4Me,C19H17OP,(4-Methylphenyl)(oxo)diphenyl-lambda~5~phosphane,5.044552890000081,6.1,0.13,0.3,0.09,0.21,76293,292.3,292.101702159,292.101702159,0,21,0,1,4,17.1,C1=CC=C(C=C1)CP(=O)(C2=CC=CC=C2)C3=CC=CC=C3,325,1,38,4,3,21,16,4,1,0,19.0,17.0,,1.0,,,,1.0,,,,,,
CH2PO(C6H5)2,C19H17OP,Benzyldiphenylphosphine oxide,-2.109061109999967,-2.5,0.14,0.01,0.21,-0.2,12550549,292.3,292.101702159,292.101702159,0,21,0,1,3.2,17.1,CC1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,336,1,38,4,3,21,16,4,1,0,19.0,17.0,,1.0,,,,1.0,,,,,,
CH2PO(C6H5)2,C19H17OP,Benzyldiphenylphosphine oxide,-2.109061109999967,-2.5,0.14,0.01,0.21,-0.2,76293,292.3,292.101702159,292.101702159,0,21,0,1,4,17.1,C1=CC=C(C=C1)CP(=O)(C2=CC=CC=C2)C3=CC=CC=C3,325,1,38,4,3,21,16,4,1,0,19.0,17.0,,1.0,,,,1.0,,,,,,
N=NC6H5,C12H10N2,azobenzene,7.05258488999986,6.1,0.32,0.39,0.3,0.09,2272,182.22,182.084398327,182.084398327,0,14,0,2,3.8,24.7,C1=CC=C(C=C1)N=NC2=CC=CC=C2,157,1,24,3,2,14,11,2,1,0,12.0,10.0,2.0,,,,,,,,,,,
P(Cl)NMe2,C8H11ClNP,Chloro(phenyl)(dimethylamino)phosphine,5.672062889999733,6.1,0.38,0.56,0.31,0.25,12929704,187.60,187.0317640,187.0317640,0,11,0,1,2.5,3.2,CN(C)P(C1=CC=CC=C1)Cl,113,1,22,5,1,11,6,5,0,0,8.0,11.0,1.0,,,,1.0,1.0,,,,,,
4-PYRIDYL,C11H9N,4-phenylpyridine  ,6.3579313199991825,6.101279729999535,0.27,0.44,0.21,0.18,13651,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=NC=C2,121,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
4-PYRIDYL,C11H9N,4-phenylpyridine  ,6.3579313199991825,6.101279729999535,0.27,0.44,0.21,0.18,13886,155.20,155.073499291,155.073499291,0,12,0,1,2.5,12.9,C1=CC=C(C=C1)C2=CN=CC=C2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
4-PYRIDYL,C11H9N,4-phenylpyridine  ,6.3579313199991825,6.101279729999535,0.27,0.44,0.21,0.18,13887,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=CC=N2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
3-PYRIDYL,C11H9N,3-phenylpyridine,4.684989659999426,4.054342109999892,0.23,0.25,0.24,0.01,13651,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=NC=C2,121,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
3-PYRIDYL,C11H9N,3-phenylpyridine,4.684989659999426,4.054342109999892,0.23,0.25,0.24,0.01,13886,155.20,155.073499291,155.073499291,0,12,0,1,2.5,12.9,C1=CC=C(C=C1)C2=CN=CC=C2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
3-PYRIDYL,C11H9N,3-phenylpyridine,4.684989659999426,4.054342109999892,0.23,0.25,0.24,0.01,13887,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=CC=N2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
2-PYRIDYL,C11H9N,2-phenylpyridine  ,0.5120481599991187,0.25351403999976585,0.33,0.17,0.4,-0.23,13651,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=NC=C2,121,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
2-PYRIDYL,C11H9N,2-phenylpyridine  ,0.5120481599991187,0.25351403999976585,0.33,0.17,0.4,-0.23,13886,155.20,155.073499291,155.073499291,0,12,0,1,2.5,12.9,C1=CC=C(C=C1)C2=CN=CC=C2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
2-PYRIDYL,C11H9N,2-phenylpyridine  ,0.5120481599991187,0.25351403999976585,0.33,0.17,0.4,-0.23,13887,155.20,155.073499291,155.073499291,0,12,0,1,2.6,12.9,C1=CC=C(C=C1)C2=CC=CC=N2,127,1,21,3,2,12,11,1,0,0,11.0,9.0,1.0,,,,,,,,,,,
SeCH=CHCl ,C8H7ClSe,chloroethenyl]selanylbenzene,7.303588889999275,6.0,0.28,0.26,0.3,-0.04,13334225,217.56,217.94015,217.94015,0,10,0,0,,0,C1=CC=C(C=C1)[Se]C=CCl,106,1,17,4,1,10,6,3,1,0,8.0,7.0,,,,,1.0,,,1.0,,,,
N=CCl2,C7H5Cl2N,Phenylcarbylamine chloride,7.680094889999512,5.9,0.21,0.13,0.26,-0.13,12145,174.02,172.9799046,172.9799046,0,10,0,1,3.8,12.4,C1=CC=C(C=C1)N=C(Cl)Cl,124,1,15,4,1,10,6,3,1,0,7.0,5.0,1.0,,,,2.0,,,,,,,
SC6H5,C12H10S,Diphenyl sulfide,5.985817890000117,5.9,0.23,0.07,0.3,-0.23,8766,186.27,186.05032149,186.05032149,0,13,0,1,4.5,25.3,C1=CC=C(C=C1)SC2=CC=CC=C2,116,1,23,3,2,13,11,2,0,0,12.0,10.0,,,1.0,,,,,,,,,
NHCN,C7H6N2,Phenylcyanamide,10.566640889999473,5.9,0.21,0.06,0.28,-0.22,69318,118.14,118.053098200,118.053098200,0,9,1,2,1.9,35.8,C1=CC=C(C=C1)NC#N,116,1,15,3,1,9,6,2,0,1,7.0,6.0,2.0,,,,,,,,,,,
CH2CF3 ,C8H7F3,"(2,2,2-trifluoroethyl)benzene",1.0912398899992626,5.7,0.12,0.09,0.15,-0.06,285373,160.14,160.04998471,160.04998471,0,11,0,3,3.3,0,C1=CC=C(C=C1)CC(F)(F)F,111,1,18,3,1,11,6,5,0,0,8.0,7.0,,,,3.0,,,,,,,,
C≡CH,C8H6,Ethynylbenzene,5.985817890000117,5.7,0.21,0.23,0.22,0.01,10821,102.13,102.0469501914,102.0469501914,0,8,0,0,2.5,0,C#CC1=CC=CC=C1,98.5,1,14,2,1,8,6,1,0,1,8.0,6.0,,,,,,,,,,,,
N3,C6H5N3,Azidobenzene,4.542544890000136,5.4,0.37,0.08,0.48,-0.4,69319,119.12,119.048347172,119.048347172,0,9,0,2,2.6,14.4,C1=CC=C(C=C1)N=[N+]=[N-],120,1,14,3,1,9,6,1,2,0,6.0,5.0,3.0,,,,,,,,,,,
PO(C6H4-4Me)2,C20H19OP,Di(4-methylphenyl)phenylphosphine oxide,8.558608889999695,5.2,0.17,0.3,0.14,0.16,15091018,306.3,306.117352223,306.117352223,0,22,0,1,3.6,17.1,CC1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=C(C=C3)C,357,1,41,4,3,22,16,5,1,0,20.0,19.0,,1.0,,,,1.0,,,,,,
F,C6H5F,FLUOROBENZENE,4.166038889999899,5.1,0.34,0.06,0.45,-0.39,10008,96.10,96.037528322,96.037528322,0,7,0,1,2.3,0,C1=CC=C(C=C1)F,46.1,1,12,3,1,7,6,1,0,0,6.0,5.0,,,,1.0,,,,,,,,
SeCH2CH=CH2,C9H10Se,Allyl phenyl selenide,9.123367889999493,5.0,0.21,0.12,0.26,-0.14,4192696,197.15,197.99477,197.99477,0,10,0,0,,0,C=CC[Se]C1=CC=CC=C1,92.9,1,20,3,1,10,6,3,1,0,9.0,10.0,,,,,,,,1.0,,,,
CH=CHCOOEt,C11H12O2,Ethylcinnamate,4.668046889999844,4.9,0.19,0.03,0.27,-0.24,637758,176.21,176.083729621,176.083729621,0,13,0,2,3,26.3,CCOC(=O)C=CC1=CC=CC=C1,179,1,25,3,1,13,6,5,2,0,11.0,12.0,,2.0,,,,,,,,,,
SiCIMe2,C8H11ClSi,chlorodimethyl(phenyl)silane,4.417042889999315,4.8,0.16,0.21,0.16,0.05,13029,170.71,170.0318546,170.0318546,0,10,0,0,,0,C[Si](C)(C1=CC=CC=C1)Cl,106,1,21,4,1,10,6,4,0,0,8.0,11.0,,,,,1.0,,,,1.0,,,
SCH2CH=CH2 ,C9H10S,Allyl phenyl sulfide,7.115335889999714,4.8,0.19,0.12,0.23,-0.11,79180,150.24,150.05032149,150.05032149,0,10,0,1,3.5,25.3,C=CCSC1=CC=CC=C1,92.9,1,20,3,1,10,6,3,1,0,9.0,10.0,,,1.0,,,,,,,,,
OSO2C6H5,C12H10O3S,phenyl benzenesulfonate,4.166038889999899,4.4,0.36,0.33,0.37,-0.04,78064,234.27,234.03506535,234.03506535,0,16,0,3,3.1,51.8,C1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC=C2,293,1,26,4,2,16,11,3,2,0,12.0,10.0,,3.0,1.0,,,,,,,,,
CH=NNHCOC6H5,C14H12N2O,N-(benzylideneamino)benzamide,4.228789889999753,4.3,0.39,0.51,0.34,0.17,9561277,224.26,224.094963011,224.094963011,0,17,1,2,2.6,41.5,C1=CC=C(C=C1)C=NNC(=O)C2=CC=CC=C2,263,1,29,4,2,17,11,4,2,0,14.0,12.0,2.0,1.0,,,,,,,,,,
SCHMe2 ,C9H12S,(Isopropylthio)benzene,-0.8540411100006625,4.1,0.23,0.07,0.3,-0.23,76397,152.26,152.06597156,152.06597156,0,10,0,1,3.5,25.3,CC(C)SC1=CC=CC=C1,82.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,,1.0,,,,,,,,,
SC=CH,C8H6S,(ethynylsulfanyl)benzene,6.553086929999151,4.078187489999881,0.26,0.19,0.3,-0.11,10942476,134.20,134.01902136,134.01902136,0,9,0,1,3.1,25.3,C#CSC1=CC=CC=C1,114,1,15,3,1,9,6,2,0,1,8.0,6.0,,,1.0,,,,,,,,,
1-PYRRYL,C10H9N,1-Phenylpyrrole,6.654116039999339,4.054342109999892,0.47,0.37,0.5,-0.13,12480,143.18,143.073499291,143.073499291,0,11,0,0,3.1,4.9,C1=CC=C(C=C1)N2C=CC=C2,110,1,20,3,2,11,10,1,0,0,10.0,9.0,1.0,,,,,,,,,,,
PH2 ,C6H7P,Phenyl phosphine,6.801580889999331,4.0,0.06,0.05,0.09,-0.04,12519,110.09,110.028537221,110.028537221,0,7,0,0,1.8,0,C1=CC=C(C=C1)P,46.1,1,14,3,1,7,6,1,0,0,6.0,7.0,,,,,,1.0,,,,,,
C≡CC6H5,C14H10,Diphenylacetylene,3.6012798900001006,3.9,0.14,0.16,0.15,0.01,10390,178.23,178.078250319,178.078250319,0,14,0,0,4.8,0,C1=CC=C(C=C1)C#CC2=CC=CC=C2,193,1,24,2,2,14,11,2,0,1,14.0,10.0,,,,,,,,,,,,
CH=NNHCONHNH2,C8H10N4O,N'-Benzylidenehydrazinecarbohydrazide,4.542544890000136,3.8,0.22,0.16,0.26,-0.1,71357758,178.19,178.08546096,178.08546096,0,13,3,3,0.9,79.5,C1=CC=C(C=C1)C=NNC(=O)NN,187,1,23,4,1,13,6,5,2,0,8.0,10.0,4.0,1.0,,,,,,,,,,
SCH=CHCl,C8H7ClS,[(2-Chloroethenyl)sulfanyl]benzene,3.789532889999662,3.8,0.31,0.24,0.34,-0.1,57376464,170.66,169.9956991,169.9956991,0,10,0,1,3.2,25.3,C1=CC=C(C=C1)SC=CCl,106,1,17,4,1,10,6,3,1,0,8.0,7.0,,,1.0,,1.0,,,,,,,
C6H4-3Br,C12H9Br,3-Bromobiphenyl,4.793548889999552,3.7,0.09,0.08,0.12,-0.04,16449,233.10,231.98876,231.98876,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,,,,,,1.0,,
C6H4-3Br,C12H9Br,3-Bromobiphenyl,4.793548889999552,3.7,0.09,0.08,0.12,-0.04,7101,233.10,231.98876,231.98876,0,13,0,0,4.7,0,C1=CC=C(C=C1)C2=CC=C(C=C2)Br,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,,,,,,1.0,,
C6H4-4Br,C12H9Br,4-Bromobiphenyl,4.040536890000192,3.5,0.15,0.12,0.18,-0.06,16449,233.10,231.98876,231.98876,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,,,,,,1.0,,
C6H4-4Br,C12H9Br,4-Bromobiphenyl,4.040536890000192,3.5,0.15,0.12,0.18,-0.06,7101,233.10,231.98876,231.98876,0,13,0,0,4.7,0,C1=CC=C(C=C1)C2=CC=C(C=C2)Br,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,,,,,,1.0,,
SeCH=CH2 ,C8H8Se,"Benzene, (ethenylseleno)-",3.4130268899994247,3.6,0.26,0.21,0.29,-0.08,10824295,183.12,183.97912,183.97912,0,9,0,0,,0,C=C[Se]C1=CC=CC=C1,82.6,1,17,3,1,9,6,2,1,0,8.0,8.0,,,,,,,,1.0,,,,
C6H4-3Cl,C12H9Cl,3-chlorobiphenyl,4.166038889999899,3.6,0.15,0.1,0.19,-0.09,16322,188.65,188.0392780,188.0392780,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,1.0,,,,,,,
C6H4-3Cl,C12H9Cl,3-chlorobiphenyl,4.166038889999899,3.6,0.15,0.1,0.19,-0.09,16323,188.65,188.0392780,188.0392780,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,1.0,,,,,,,
C6H4-4Cl,C12H9Cl,4-chlorobiphenyl,4.103287890000045,3.3,0.15,0.12,0.18,-0.06,16322,188.65,188.0392780,188.0392780,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,1.0,,,,,,,
C6H4-4Cl,C12H9Cl,4-chlorobiphenyl,4.103287890000045,3.3,0.15,0.12,0.18,-0.06,16323,188.65,188.0392780,188.0392780,0,13,0,0,4.6,0,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,,1.0,,,,,,,
C6H4-3F,C12H9F,3-fluorobiphenyl,3.9150348899993697,3.3,0.15,0.1,0.19,-0.09,145663,172.20,172.068828449,172.068828449,0,13,0,1,4.1,0,C1=CC=C(C=C1)C2=CC(=CC=C2)F,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,1.0,,,,,,,,
C6H4-3F,C12H9F,3-fluorobiphenyl,3.9150348899993697,3.3,0.15,0.1,0.19,-0.09,9461,172.20,172.068828449,172.068828449,0,13,0,1,4.1,0,C1=CC=C(C=C1)C2=CC=C(C=C2)F,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,1.0,,,,,,,,
C6H4-4F,C12H9F,4-fluorobiphenyl,2.220757889999974,2.5,0.12,0.06,0.17,-0.11,145663,172.20,172.068828449,172.068828449,0,13,0,1,4.1,0,C1=CC=C(C=C1)C2=CC(=CC=C2)F,149,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,1.0,,,,,,,,
C6H4-4F,C12H9F,4-fluorobiphenyl,2.220757889999974,2.5,0.12,0.06,0.17,-0.11,9461,172.20,172.068828449,172.068828449,0,13,0,1,4.1,0,C1=CC=C(C=C1)C2=CC=C(C=C2)F,141,1,22,3,2,13,11,2,0,0,12.0,9.0,,,,1.0,,,,,,,,
SiFMe2,C8H11FSi,Dimethylphenylfluorosilane,5.232805889999643,2.9,0.12,0.17,0.12,0.04,9962,154.26,154.06140505,154.06140505,0,10,0,1,,0,C[Si](C)(C1=CC=CC=C1)F,106,1,21,4,1,10,6,4,0,0,8.0,11.0,,,,1.0,,,,,1.0,,,
CH2Br,C7H7Br,Benzyl bromide,5.734813889999587,2.9,0.12,0.14,0.14,0.0,7498,171.03,169.97311,169.97311,0,8,0,0,2.9,0,C1=CC=C(C=C1)CBr,55.4,1,15,3,1,8,6,2,0,0,7.0,7.0,,,,,,,,,,1.0,,
CH2Cl,C7H7Cl,Benzyl chloride,4.040536890000192,2.7,0.11,0.12,0.13,-0.01,7503,126.58,126.0236279,126.0236279,0,8,0,0,2.3,0,C1=CC=C(C=C1)CCl,55.4,1,15,3,1,8,6,2,0,0,7.0,7.0,,,,,1.0,,,,,,,
CH2NHCOMe,C9H11NO,Benzylacetamide,3.8522838899995158,2.5,0.05,-0.05,0.12,-0.17,11500,149.19,149.084063974,149.084063974,0,11,1,1,1,29.1,CC(=O)NCC1=CC=CC=C1,128,1,22,4,1,11,6,4,1,0,9.0,11.0,1.0,1.0,,,,,,,,,,
CH2NHCOMe,C9H11NO,Benzylacetamide,3.8522838899995158,2.5,0.05,-0.05,0.12,-0.17,11364,149.19,149.084063974,149.084063974,0,11,0,1,1.1,20.3,CC(=O)N(C)C1=CC=CC=C1,139,1,22,4,1,11,6,4,1,0,9.0,11.0,1.0,1.0,,,,,,,,,,
NMeCOMe,C9H11NO,N-Methylacetanilide,0.1499748899992269,-1.5,0.31,0.26,0.34,-0.08,11500,149.19,149.084063974,149.084063974,0,11,1,1,1,29.1,CC(=O)NCC1=CC=CC=C1,128,1,22,4,1,11,6,4,1,0,9.0,11.0,1.0,1.0,,,,,,,,,,
NMeCOMe,C9H11NO,N-Methylacetanilide,0.1499748899992269,-1.5,0.31,0.26,0.34,-0.08,11364,149.19,149.084063974,149.084063974,0,11,0,1,1.1,20.3,CC(=O)N(C)C1=CC=CC=C1,139,1,22,4,1,11,6,4,1,0,9.0,11.0,1.0,1.0,,,,,,,,,,
SiMe(OMe)2,C9H14OSi,Methoxydimethylphenylsilane,3.099271890000156,2.4,0.04,0.1,0.05,0.05,140300,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,CO[Si](C)(C)C1=CC=CC=C1,117,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
SiMe(OMe)2,C9H14OSi,Methoxydimethylphenylsilane,3.099271890000156,2.4,0.04,0.1,0.05,0.05,73720,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,C[Si](C)(C)OC1=CC=CC=C1,111,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
Si(Me)2OMe,C9H14OSi,Methoxydimethylphenylsilane,1.2167418900000848,0.9,0.04,-0.02,0.09,-0.11,140300,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,CO[Si](C)(C)C1=CC=CC=C1,117,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
Si(Me)2OMe,C9H14OSi,Methoxydimethylphenylsilane,1.2167418900000848,0.9,0.04,-0.02,0.09,-0.11,73720,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,C[Si](C)(C)OC1=CC=CC=C1,111,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
OSiMe3,C9H14OSi,Trimethyl(phenoxy)silane,-0.6657881099999866,-4.2,0.13,-0.27,0.31,-0.58,140300,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,CO[Si](C)(C)C1=CC=CC=C1,117,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
OSiMe3,C9H14OSi,Trimethyl(phenoxy)silane,-0.6657881099999866,-4.2,0.13,-0.27,0.31,-0.58,73720,166.29,166.081391600,166.081391600,0,11,0,1,,9.2,C[Si](C)(C)OC1=CC=CC=C1,111,1,25,4,1,11,6,5,0,0,9.0,14.0,,1.0,,,,,,,1.0,,,
Si(OMe)3,C9H14O3Si,Phenyltrimethoxysilane,3.1620228900000096,2.4,0.09,0.13,0.1,0.03,18137,198.29,198.07122084,198.07122084,0,13,0,3,,27.7,CO[Si](C1=CC=CC=C1)(OC)OC,134,1,27,4,1,13,6,7,0,0,9.0,14.0,,3.0,,,,,,,1.0,,,
OCH2Cl ,C7H7ClO,(Chloromethoxy)benzene,0.71473389000014,2.2,0.25,0.08,0.33,-0.25,81201,142.58,142.0185425,142.0185425,0,9,0,1,2.8,9.2,C1=CC=C(C=C1)OCCl,69.3,1,16,4,1,9,6,3,0,0,7.0,7.0,,1.0,,,1.0,,,,,,,
NHCOCH2Cl ,C8H8ClNO,2-Chloroacetanilide,4.60529588999999,2.0,0.17,-0.03,0.27,-0.3,11485,169.61,169.0294416,169.0294416,0,11,1,1,1.6,29.1,C1=CC=C(C=C1)NC(=O)CCl,132,1,19,5,1,11,6,4,1,0,8.0,8.0,1.0,1.0,,,1.0,,,,,,,
P(isopropyl)2,C12H19P,"Phosphine, bis(1-methylethyl)phenyl-",6.236821889999532,1.8,0.02,0.06,0.04,0.02,316379,194.25,194.122437604,194.122437604,0,13,0,0,3.1,0,CC(C)P(C1=CC=CC=C1)C(C)C,126,1,32,3,1,13,6,7,0,0,12.0,19.0,,,,,,1.0,,,,,,
CH2F,C7H7F,Benzyl fluoride,4.919050889999259,1.8,0.12,0.11,0.15,-0.04,9591,110.13,110.053178385,110.053178385,0,8,0,1,2.5,0,C1=CC=C(C=C1)CF,55.4,1,15,3,1,8,6,2,0,0,7.0,7.0,,,,1.0,,,,,,,,
P(C6H5)2,C18H15P,Triphenyl phosphine,1.2794928899999385,1.7,0.11,0.19,0.1,0.09,11776,262.3,262.091137476,262.091137476,0,19,0,0,4.6,0,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,202,1,34,3,3,19,16,3,0,0,18.0,15.0,,,,,,1.0,,,,,,
CH2OC6H5,C13H12O,Benzyl phenyl ether,3.099271890000156,1.7,0.06,0.07,0.08,-0.01,70352,184.23,184.088815002,184.088815002,0,14,0,1,3.8,9.2,C1=CC=C(C=C1)COC2=CC=CC=C2,143,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
CH2OC6H5,C13H12O,Benzyl phenyl ether,3.099271890000156,1.7,0.06,0.07,0.08,-0.01,7037,184.23,184.088815002,184.088815002,0,14,1,1,2.7,20.2,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,137,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
CH2OC6H5,C13H12O,Benzyl phenyl ether,3.099271890000156,1.7,0.06,0.07,0.08,-0.01,11943,184.23,184.088815002,184.088815002,0,14,0,1,4,9.2,COC1=CC=C(C=C1)C2=CC=CC=C2,153,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
CH(OH)C6H5,C13H12O,Diphenylmethanol,-1.1677961099999312,-1.0,0.0,-0.03,0.05,-0.08,70352,184.23,184.088815002,184.088815002,0,14,0,1,3.8,9.2,C1=CC=C(C=C1)COC2=CC=CC=C2,143,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
CH(OH)C6H5,C13H12O,Diphenylmethanol,-1.1677961099999312,-1.0,0.0,-0.03,0.05,-0.08,7037,184.23,184.088815002,184.088815002,0,14,1,1,2.7,20.2,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,137,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
CH(OH)C6H5,C13H12O,Diphenylmethanol,-1.1677961099999312,-1.0,0.0,-0.03,0.05,-0.08,11943,184.23,184.088815002,184.088815002,0,14,0,1,4,9.2,COC1=CC=C(C=C1)C2=CC=CC=C2,153,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
C6H4-4OMe,C13H12O,4-Methoxybiphenyl,-1.2305471099997851,-2.0,0.05,-0.08,0.13,-0.21,70352,184.23,184.088815002,184.088815002,0,14,0,1,3.8,9.2,C1=CC=C(C=C1)COC2=CC=CC=C2,143,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
C6H4-4OMe,C13H12O,4-Methoxybiphenyl,-1.2305471099997851,-2.0,0.05,-0.08,0.13,-0.21,7037,184.23,184.088815002,184.088815002,0,14,1,1,2.7,20.2,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,137,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
C6H4-4OMe,C13H12O,4-Methoxybiphenyl,-1.2305471099997851,-2.0,0.05,-0.08,0.13,-0.21,11943,184.23,184.088815002,184.088815002,0,14,0,1,4,9.2,COC1=CC=C(C=C1)C2=CC=CC=C2,153,1,26,3,2,14,11,3,0,0,13.0,12.0,,1.0,,,,,,,,,,
2-AZIRIDINYL,C8H9N,2-Phenylaziridine,3.7016814899996437,1.6817267999998704,-0.06,-0.1,-0.01,-0.09,275933,119.16,119.073499291,119.073499291,0,9,1,1,1.1,21.9,C1C(N1)C2=CC=CC=C2,94.7,1,18,3,2,9,5,4,0,0,8.0,9.0,1.0,,,,,,,,,,,
2-AZIRIDINYL,C8H9N,2-Phenylaziridine,3.7016814899996437,1.6817267999998704,-0.06,-0.1,-0.01,-0.09,69673,119.16,119.073499291,119.073499291,0,9,0,1,1.5,3,C1CN1C2=CC=CC=C2,90.7,1,18,3,2,9,5,4,0,0,8.0,9.0,1.0,,,,,,,,,,,
1-AZIRIDINYL,C8H9N,1-Phenylaziridine,-1.6754517000001081,-5.566013699999958,-0.07,-0.22,0.03,-0.25,275933,119.16,119.073499291,119.073499291,0,9,1,1,1.1,21.9,C1C(N1)C2=CC=CC=C2,94.7,1,18,3,2,9,5,4,0,0,8.0,9.0,1.0,,,,,,,,,,,
1-AZIRIDINYL,C8H9N,1-Phenylaziridine,-1.6754517000001081,-5.566013699999958,-0.07,-0.22,0.03,-0.25,69673,119.16,119.073499291,119.073499291,0,9,0,1,1.5,3,C1CN1C2=CC=CC=C2,90.7,1,18,3,2,9,5,4,0,0,8.0,9.0,1.0,,,,,,,,,,,
SH,C6H6S,Benzenethiol,2.597263890000211,1.5,0.25,0.15,0.3,-0.15,7969,110.18,110.01902136,110.01902136,0,7,1,1,2.5,1,C1=CC=C(C=C1)S,46.1,1,13,3,1,7,6,1,0,0,6.0,6.0,,,1.0,,,,,,,,,
